"competition_name","category_name"
"ITF Greece F12, Men Singles","ITF Men"
"ITF Slovakia F6, Men Singles","ITF Men"
"ITF Slovakia F6, Men Doubles","ITF Men"
"ITF Greece F13, Men Singles","ITF Men"
"ITF Greece F13, Men Doubles","ITF Men"
"ITF Spain F25B, Men Doubles","ITF Men"
"ITF Spain F25B, Men Singles","ITF Men"
"ITF Slovakia F4, Men Singles","ITF Men"
"ITF Slovakia F4, Men Doubles","ITF Men"
"ITF India F1B, Men Singles","ITF Men"
"ITF India F1B, Men Doubles","ITF Men"
"ITF Slovakia F5, Men Doubles","ITF Men"
"ITF Slovakia F5, Men Singles","ITF Men"
"ITF Croatia F5, Men Doubles","ITF Men"
"ITF Croatia F5, Men Singles","ITF Men"
"ITF Slovenia F1, Men Doubles","ITF Men"
"ITF Slovenia F1, Men Singles","ITF Men"
"Bosnia & Herzegovina F5, Men Singles","ITF Men"
"Bosnia & Herzegovina F5, Men Doubles","ITF Men"
"ITF Luxembourg F1, Men Singles","ITF Men"
"ITF Luxembourg F1, Men Doubles","ITF Men"
"ITF Denmark F1, Men Singles","ITF Men"
"ITF Denmark F1, Men Doubles","ITF Men"
"ITF Denmark F2, Men Doubles","ITF Men"
"ITF Denmark F2, Men Singles","ITF Men"
"ITF Switzerland F6, Men Doubles","ITF Men"
"ITF Switzerland F6, Men Singles","ITF Men"
"ITF Switzerland F7, Men Doubles","ITF Men"
"ITF Switzerland F7, Men Singles","ITF Men"
"ITF Slovakia F7, Men Doubles","ITF Men"
"ITF Slovakia F7, Men Singles","ITF Men"
"ITF Montenegro F1, Men Singles","ITF Men"
"ITF Montenegro F1, Men Doubles","ITF Men"
"ITF Slovakia F9, Men Singles","ITF Men"
"ITF Slovakia F9, Men Doubles","ITF Men"
"Colombia F5, Men Doubles","ITF Men"
"Colombia F5, Men Singles","ITF Men"
"ITF Montenegro F2, Men Doubles","ITF Men"
"ITF Montenegro F2, Men Singles","ITF Men"
"ITF Colombia F6, Men Singles","ITF Men"
"ITF Colombia F6, Men Doubles","ITF Men"
"ITF Montenegro F4, Men Singles","ITF Men"
"ITF Montenegro F4, Men Doubles","ITF Men"
"ITF Montenegro F3, Men Singles","ITF Men"
"ITF Montenegro F3, Men Doubles","ITF Men"
"ITF North Macedonia F3, Men Doubles","ITF Men"
"ITF North Macedonia F3, Men Singles","ITF Men"
"ITF Bulgaria F2, Men Singles","ITF Men"
"ITF Bulgaria F2, Men Doubles","ITF Men"
"ITF Kazakhstan F10, Men Doubles","ITF Men"
"ITF Kazakhstan F10, Men Singles","ITF Men"
"ITF Ecuador F03, Men Doubles","ITF Men"
"ITF Ecuador F03, Men Singles","ITF Men"
"ITF Kazakhstan F11, Men Doubles","ITF Men"
"ITF Kazakhstan F11, Men Singles","ITF Men"
"ITF Italy F15B, Men Doubles","ITF Men"
"ITF Colombia F7, Men Singles","ITF Men"
"ITF Colombia F7, Men Doubles","ITF Men"
"ITF Guatemala F1, Men Doubles","ITF Men"
"ITF GuatemalaF1, Men Singles","ITF Men"
"Dominican Republic F4, Men Singles","ITF Men"
"ITF Dominican Republic F4, Men Doubles","ITF Men"
"ITF South Africa F4, Men Singles","ITF Men"
"ITF South Africa F4, Men Doubles","ITF Men"
"ITF Dominican Republic F5, Men Doubles","ITF Men"
"ITF Dominican Republic F5, Men Singles","ITF Men"
"ITF Great Britain F8, Men Doubles","ITF Men"
"ITF Great Britain F8, Men Singles","ITF Men"
"ITF Croatia F6, Men Doubles","ITF Men"
"ITF Croatia F6, Men Singles","ITF Men"
"ITF Montenegro F5, Men Doubles","ITF Men"
"ITF Montenegro F5, Men Singles","ITF Men"
"ITF Algeria F1, Men Doubles","ITF Men"
"ITF Algeria F1, Men Singles","ITF Men"
"Algeria F2 Men Doubles","ITF Men"
"Algeria F2 Men Singles","ITF Men"
"Montenegro F6 Men Doubles","ITF Men"
"Montenegro F6 Men Singles","ITF Men"
"ITF Guam F2, Men Doubles","ITF Men"
"ITF Guam F2, Men Singles","ITF Men"
"ITF Dominican Republic F6, Men Doubles","ITF Men"
"ITF Dominican Republic F6, Men Singles","ITF Men"
"ITF Ecuador F3, Men Doubles","ITF Men"
"ITF Ecuador F3, Men Singles","ITF Men"
"ITF Montenegro F7, Men Doubles","ITF Men"
"ITF Montenegro F7, Men Singles","ITF Men"
"ITF North Macedonia F4, Men Doubles","ITF Men"
"ITF North Macedonia F4, Men Singles","ITF Men"
"ITF Ecuador F04, Men Doubles","ITF Men"
"ITF Ecuador F04, Men Singles","ITF Men"
"ITF Slovenia F2, Men Singles","ITF Men"
"ITF Slovenia F2, Men Doubles","ITF Men"
"ITF Great Britain F13, Men Doubles","ITF Men"
"ITF Great Britain F13, Men Singles","ITF Men"
"ITF Slovenia F3, Men Doubles","ITF Men"
"ITF Slovenia F3, Men Singles","ITF Men"
"ITF Italy F15B, Men Singles","ITF Men"
"ITF Great Britain F11, Men Singles","ITF Men"
"ITF Great Britain F11, Men Doubles","ITF Men"
"ITF Austria F7, Men Singles","ITF Men"
"ITF Austria F7, Men Doubles","ITF Men"
"ITF Great Britain F10, Men Doubles","ITF Men"
"ITF Great Britain F10, Men Singles","ITF Men"
"ITF Ecuador F5, Men Doubles","ITF Men"
"ITF Ecuador F5, Men Singles","ITF Men"
"ITF Ecuador F6, Men Singles","ITF Men"
"ITF Ecuador F6, Men Doubles","ITF Men"
"ITF Great Britain F14, Men Singles","ITF Men"
"ITF Great Britain F14, Men Doubles","ITF Men"
"ITF Slovenia F4, Men Singles","ITF Men"
"ITF Slovenia F4, Men Doubles","ITF Men"
"ITF Egypt F39, Men Singles","ITF Men"
"ITF Egypt F39, Men Doubles","ITF Men"
"ITF Great Britain F12, Men Singles","ITF Men"
"ITF Great Britain F12, Men Doubles","ITF Men"
"ITF Slovenia F5 Men Singles","ITF Men"
"ITF Slovenia F5 Men Doubles","ITF Men"
"ITF Egypt F40, Men Singles","ITF Men"
"ITF Egypt F40, Men Doubles","ITF Men"
"ITF Slovenia F6, Men Singles","ITF Men"
"ITF Slovenia F6, Men Doubles","ITF Men"
"ITF Egypt F41, Men Singles","ITF Men"
"ITF Egypt F41, Men Doubles","ITF Men"
"ITF Morocco F7, Men Singles","ITF Men"
"ITF Morocco F7, Men Doubles","ITF Men"
"ITF Morocco F8, Men Doubles","ITF Men"
"ITF Morocco F8, Men Singles","ITF Men"
"ITF Australia F9, Men Singles","ITF Men"
"ITF Australia F9, Men Doubles","ITF Men"
"ITF Australia F10, Men Doubles","ITF Men"
"ITF Australia F10, Men Singles","ITF Men"
"ITF Sweden F8, Men Doubles","ITF Men"
"ITF Sweden F8, Men Singles","ITF Men"
"ITF Sweden F9, Men Doubles","ITF Men"
"ITF Sweden F9, Men Singles","ITF Men"
"ITF Australia F11, Men Singles","ITF Men"
"ITF Australia F11, Men Doubles","ITF Men"
"ITF Great Britain F16 Men Singles","ITF Men"
"ITF Great Britain F16 Men Doubles","ITF Men"
"ITF Colombia F4 Men Singles","ITF Men"
"ITF Colombia F4 Men Doubles","ITF Men"
"ITF Great Britain F17 Men Doubles","ITF Men"
"ITF Great Britain F17, Men Singles","ITF Men"
"2022 ITF Australia F12, Men Doubles","ITF Men"
"ITF Australia F12, Men Singles","ITF Men"
"ITF Great Britain F15, Men Doubles","ITF Men"
"ITF Great Britain F15, Men Singles","ITF Men"
"ITF USA F45, Men Singles","ITF Men"
"ITF USA F45, Men Doubles","ITF Men"
"ITF Tunisia F54, Men Doubles","ITF Men"
"ITF Tunisia F54, Men Singles","ITF Men"
"ITF USA F44, Men Doubles","ITF Men"
"ITF USA F44, Men Singles","ITF Men"
"ITF Tunisia F55, Men Doubles","ITF Men"
"ITF Tunisia F55, Men Singles","ITF Men"
"ITF Australia F13, Men Doubles","ITF Men"
"ITF Australia F13, Men Singles","ITF Men"
"ITF Australia F14, Men Doubles","ITF Men"
"ITF Australia F14, Men Singles","ITF Men"
"ITF Tunisia F56, Men Doubles","ITF Men"
"ITF Tunisia F56, Men Singles","ITF Men"
"ITF Tunisia F57, Men Doubles","ITF Men"
"ITF Tunisia F57, Men Singles","ITF Men"
"ITF Dominican Republic F7, Men Doubles","ITF Men"
"ITF Dominican Republic F7, Men Singles","ITF Men"
"ITF Tunisia F58, Men Doubles","ITF Men"
"ITF Tunisia F58 Men Singles","ITF Men"
"ITF Tunisia F59 Men Doubles","ITF Men"
"ITF Tunisia F59 Men Singles","ITF Men"
"ITF Dominican Republic F8 Men Doubles","ITF Men"
"ITF Dominican Republic F8 Men Singles","ITF Men"
"ITF Tunisia F60 Men Doubles","ITF Men"
"ITF Tunisia F60, Men Singles","ITF Men"
"ITF Tunisia F61 Men Doubles","ITF Men"
"ITF Tunisia F61 Men Singles","ITF Men"
"ITF New Zealand F2, Men Doubles","ITF Men"
"ITF New Zealand F2, Men Singles","ITF Men"
"ITF Tunisia F62, Men Doubles","ITF Men"
"ITF Tunisia F62, Men Singles","ITF Men"
"ITF Tunisia F63, Men Doubles","ITF Men"
"ITF Tunisia F63, Men Singles","ITF Men"
"ITF USA F3B, Men Doubles","ITF Men"
"ITF USA F3B, Men Singles","ITF Men"
"ITF Iran F1, Men Doubles","ITF Men"
"ITF Iran F1, Men Singles","ITF Men"
"ITF Iran F2, Men Doubles","ITF Men"
"Iran F2 Men Singles","ITF Men"
"ITF Trinidad & Tobago F1, Men Singles","ITF Men"
"ITF Trinidad & Tobago F1, Men Doubles","ITF Men"
"ITF Trinidad and Tobago F2, Men Doubles","ITF Men"
"ITF Trinidad and Tobago F2, Men Singles","ITF Men"
"ITF Cyprus F1, Men Doubles","ITF Men"
"ITF Cyprus F1, Men Singles","ITF Men"
"ITF Cyprus F2, Men Singles","ITF Men"
"ITF Cyprus F2, Men Doubles","ITF Men"
"ITF Cyprus F3, Men Doubles","ITF Men"
"ITF Cyprus F3, Men Singles","ITF Men"
"ITF Ethiopia F1 Men Doubles","ITF Men"
"ITF Ethiopia F1 Men Single","ITF Men"
"ITF Ethiopia F2 Men Doubles","ITF Men"
"ITF Ethiopia F2 Men Singles","ITF Men"
"ITF Serbia F6, Men Singles","ITF Men"
"ITF Serbia F6, Men Doubles","ITF Men"
"ITF Serbia F7, Men Doubles","ITF Men"
"ITF Serbia F7, Men Singles","ITF Men"
"ITF North Macedonia F1, Men Doubles","ITF Men"
"ITF North Macedonia F1, Men Singles","ITF Men"
"ITF Iran F3, Men Doubles","ITF Men"
"Iran F3 Men Singles","ITF Men"
"ITF Iran F4, Men Singles","ITF Men"
"ITF Iran F4, Men Doubles","ITF Men"
"ITF Serbia F8, Men Singles","ITF Men"
"ITF Serbia F8, Men Doubles","ITF Men"
"ITF Germany F12B, Men Singles","ITF Men"
"ITF Germany F12B, Men Doubles","ITF Men"
"ITF Serbia F9, Men Singles","ITF Men"
"ITF Serbia F9, Men Doubles","ITF Men"
"ITF Indonesia F9, Men Singles","ITF Men"
"ITF Indonesia F9, Men Doubles","ITF Men"
"ITF Indonesia F10, Men Doubles","ITF Men"
"ITF Indonesia F10, Men Singles","ITF Men"
"ITF Serbia F10, Men Doubles","ITF Men"
"ITF Serbia F10, Men Singles","ITF Men"
"ITF Luxembourg F2, Men Doubles","ITF Men"
"ITF Luxembourg F2, Men Singles","ITF Men"
"ITF Congo Republic F1, Men Doubles","ITF Men"
"ITF Congo Republic F1, Men Singles","ITF Men"
"ITF Great Britain F9, Men Doubles","ITF Men"
"ITF Great Britain F9, Men Singles","ITF Men"
"ITF Serbia F11, Men Singles","ITF Men"
"ITF Serbia F11, Men Doubles","ITF Men"
"ITF Germany F17 Men Singles","ITF Men"
"ITF Germany F17, Men Doubles","ITF Men"
"ITF Portugal F11B, Men Singles","ITF Men"
"ITF Portugal F11B, Men Doubles","ITF Men"
"ITF Congo F2, Men Singles","ITF Men"
"ITF Congo F2, Men Doubles","ITF Men"
"ITF Serbia F12, Men Singles","ITF Men"
"ITF Serbia F12, Men Doubles","ITF Men"
"ITF Indonesia F11 Men Doubles","ITF Men"
"ITF Indonesia F11 Men Singles","ITF Men"
"ITF Germany F18 Men Singles","ITF Men"
"ITF Croatia F7, Men Doubles","ITF Men"
"ITF Croatia F7, Men Singles","ITF Men"
"ITF Indonesia F12, Men Doubles","ITF Men"
"ITF Indonesia F12 Men Singles","ITF Men"
"ITF Austria F8, Men Singles","ITF Men"
"ITF Austria F8, Men Doubles","ITF Men"
"ITF Germany F19, Men Singles","ITF Men"
"ITF Germany F19, Men Doubles","ITF Men"
"ITF Romania F7B, Men Singles","ITF Men"
"ITF Romania F7B, Men Doubles","ITF Men"
"ITF Belgium F6B, Men Singles","ITF Men"
"ITF Belgium F6B, Men Doubles","ITF Men"
"ITF Germany F20, Men Singles","ITF Men"
"ITF Germany F20, Men Doubles","ITF Men"
"ITF Germany F21, Men Singles","ITF Men"
"ITF Germany F21, Men Doubles","ITF Men"
"ITF Serbia F15, Men Singles","ITF Men"
"ITF Serbia F15, Men Doubles","ITF Men"
"Rwanda F1 Men Singles","ITF Men"
"Rwanda F1 Men Doubles","ITF Men"
"ITF Serbia F18, Men Singles","ITF Men"
"ITF Serbia F18, Men Doubles","ITF Men"
"ITF Poland F3B, Men Singles","ITF Men"
"ITF Poland F3B, Men Doubles","ITF Men"
"ITF Rwanda F2, Men Singles","ITF Men"
"ITF Rwanda F2, Men Doubles","ITF Men"
"ITF Germany F23, Men Singles","ITF Men"
"ITF Germany F23, Men Doubles","ITF Men"
"ITF Serbia F16, Men Singles","ITF Men"
"ITF Serbia F16, Men Doubles","ITF Men"
"ITF Romania F1B, Men Singles","ITF Men"
"ITF Romania F1B, Men Doubles","ITF Men"
"ITF Serbia F17, Men Doubles","ITF Men"
"ITF Serbia F17, Men Singles","ITF Men"
"ITF Bulgaria F1B, Men Singles","ITF Men"
"ITF Bulgaria F1B, Men Doubles","ITF Men"
"ITF Serbia F19, Men Singles","ITF Men"
"ITF Serbia F19, Men Doubles","ITF Men"
"ITF Austria F9, Men Doubles","ITF Men"
"ITF Austria F9, Men Singles","ITF Men"
"ITF Spain F35 Men Doubles","ITF Men"
"ITF Spain F35 Men Singles","ITF Men"
"ITF Spain F40, Men Doubles","ITF Men"
"ITF Spain F40, Men Singles","ITF Men"
"ITF Georgia F5, Men Doubles","ITF Men"
"ITF Georgia F5, Men Singles","ITF Men"
"ITF Spain F37, Men Singles","ITF Men"
"ITF Spain F37, Men Doubles","ITF Men"
"ITF USA F46, Men Singles","ITF Men"
"ITF USA F46, Men Doubles","ITF Men"
"ITF Cyprus F4, Men Doubles","ITF Men"
"ITF Cyprus F4 Men Singles","ITF Men"
"ITF Cyprus F5 Men Singles","ITF Men"
"ITF Cyprus F5, Men Doubles","ITF Men"
"Kuwait F4 Men Doubles","ITF Men"
"Kuwait F4 Men Singles","ITF Men"
"ITF Spain F42, Men Doubles","ITF Men"
"ITF Spain F42, Men Singles","ITF Men"
"ITF Spain F36 Men Doubles","ITF Men"
"ITF Spain F36 Men Singles","ITF Men"
"Kuwait F5 Men Doubles","ITF Men"
"Kuwait F5 Men Singles","ITF Men"
"ITF Kuwait F6, Men Singles","ITF Men"
"ITF Kuwait F6, Men Doubles","ITF Men"
"ITF Spain F41, Men Singles","ITF Men"
"ITF Spain F41, Men Doubles","ITF Men"
"ITF Uruguay F2, Men Singles","ITF Men"
"ITF Uruguay F2, Men Doubles","ITF Men"
"ITF Uruguay F3, Men Doubles","ITF Men"
"ITF Uruguay F3, Men Singles","ITF Men"
"ITF Uruguay F4, Men Singles","ITF Men"
"ITF Uruguay F4, Men Doubles","ITF Men"
"ITF Jamaica F1, Men Doubles","ITF Men"
"ITF Jamaica F1, Men Singles","ITF Men"
"ITF Jamaica F2, Men Singles","ITF Men"
"ITF Jamaica F2, Men Doubles","ITF Men"
"ITF Croatia F10, Men Singles","ITF Men"
"ITF Croatia F10, Men Doubles","ITF Men"
"ITF Jamaica F3, Men Singles","ITF Men"
"ITF Jamaica F3, Men Doubles","ITF Men"
"ITF South Africa F5, Men Singles","ITF Men"
"ITF South Africa F5, Men Doubles","ITF Men"
"ITF Serbia F13, Men Singles","ITF Men"
"ITF Serbia F13, Men Doubles","ITF Men"
"ITF Slovenia F8, Men Singles","ITF Men"
"ITF Slovenia F8, Men Doubles","ITF Men"
"ITF South Africa F6, Men Singles","ITF Men"
"ITF South Africa F6, Men Doubles","ITF Men"
"ITF Croatia F8, Men Singles","ITF Men"
"ITF Croatia F8, Men Doubles","ITF Men"
"ITF Slovenia F11, Men Singles","ITF Men"
"ITF Slovenia F11, Men Doubles","ITF Men"
"ITF Serbia F14, Men Singles","ITF Men"
"ITF Serbia F14, Men Doubles","ITF Men"
"ITF Japan F10, Men Singles","ITF Men"
"ITF Japan F10, Men Doubles","ITF Men"
"ITF Slovenia F10, Men Singles","ITF Men"
"ITF Slovenia F10, Men Doubles","ITF Men"
"ITF Slovenia F13, Men Doubles","ITF Men"
"ITF Slovenia F13, Men Singles","ITF Men"
"ITF Slovenia F14, Men Singles","ITF Men"
"ITF Slovenia F14, Men Doubles","ITF Men"
"ITF Romania F15, Men Singles","ITF Men"
"ITF Romania F15, Men Doubles","ITF Men"
"ITF Serbia F20, Men Singles","ITF Men"
"ITF Serbia F20, Men Doubles","ITF Men"
"ITF Romania F16, Men Singles","ITF Men"
"ITF Romania F16, Men Doubles","ITF Men"
"ITF Slovenia F15, Men Singles","ITF Men"
"ITF Slovenia F15, Men Doubles","ITF Men"
"ITF Serbia F21, Men Singles","ITF Men"
"ITF Serbia F21, Men Doubles","ITF Men"
"ITF Japan F11, Men Singles","ITF Men"
"ITF Japan F11, Men Doubles","ITF Men"
"ITF France F25, Men Singles","ITF Men"
"ITF France F25, Men Doubles","ITF Men"
"ITF Serbia F22, Men Singles","ITF Men"
"ITF Serbia F22, Men Doubles","ITF Men"
"ITF Romania F17, Men Singles","ITF Men"
"ITF Romania F17, Men Doubles","ITF Men"
"ITF Japan F12, Men Singles","ITF Men"
"ITF Japan F12, Men Doubles","ITF Men"
"ITF France F26, Men Singles","ITF Men"
"ITF France F26, Men Doubles","ITF Men"
"ITF Spain F43, Men Singles","ITF Men"
"ITF Spain F43, Men Doubles","ITF Men"
"ITF Iran F7 Men Singles","ITF Men"
"ITF Iran F7 Men Doubles","ITF Men"
"ITF Serbia F23 Men Singles","ITF Men"
"ITF Serbia F23 Men Doubles","ITF Men"
"ITF Romania F18 Men Singles","ITF Men"
"ITF Romania F18 Men Doubles","ITF Men"
"ITF Romania F19 Men Singles","ITF Men"
"ITF Romania F19 Men Doubles","ITF Men"
"ITF Iran F8 Men Singles","ITF Men"
"ITF Iran F8 Men Doubles","ITF Men"
"ITF Serbia F24 Men Singles","ITF Men"
"ITF Serbia F24 Men Doubles","ITF Men"
"ITF Paraguay F3 Men Singles","ITF Men"
"ITF Paraguay F3 Men Doubles","ITF Men"
"ITF Serbia F25 Men Singles","ITF Men"
"ITF Serbia F25 Men Doubles","ITF Men"
"ITF Romania F20 Men Singles","ITF Men"
"ITF Romania F20 Men Doubles","ITF Men"
"ITF France F31, Men Singles","ITF Men"
"ITF France F31, Men Doubles","ITF Men"
"ITF Paraguay F2 Men Singles","ITF Men"
"ITF Paraguay F2 Men Doubles","ITF Men"
"ITF Portugal F23, Men Singles","ITF Men"
"ITF Portugal F23 Men Doubles","ITF Men"
"ITF France F29, Men Singles","ITF Men"
"ITF France F29, Men Doubles","ITF Men"
"ITF Croatia F12, Men Singles","ITF Men"
"ITF Croatia F12, Men Doubles","ITF Men"
"ITF Spain F46, Men Singles","ITF Men"
"ITF Spain F46, Men Doubles","ITF Men"
"ITF Armenia F1, Men Singles","ITF Men"
"ITF Armenia F1, Men Doubles","ITF Men"
"ITF France F30, Men Singles","ITF Men"
"ITF France F30, Men Doubles","ITF Men"
"ITF Turkiye F38, Men Singles","ITF Men"
"ITF Turkiye F38, Men Doubles","ITF Men"
"ITF Armenia F2, Men Singles","ITF Men"
"ITF Armenia F2, Men Doubles","ITF Men"
"ITF Japan F9, Men Singles","ITF Men"
"ITF Japan F9, Men Doubles","ITF Men"
"ITF Japan F13, Men Doubles","ITF Men"
"ITF Japan F13, Men Singles","ITF Men"
"ITF Spain F44, Men Singles","ITF Men"
"ITF Spain F44, Men Doubles","ITF Men"
"ITF Guatemala F2, Men Singles","ITF Men"
"ITF Guatemala F2, Men Doubles","ITF Men"
"ITF Brazil F10, Men Singles","ITF Men"
"ITF Brazil F10, Men Doubles","ITF Men"
"ITF Brazil F11, Men Singles","ITF Men"
"ITF Brazil F11, Men Doubles","ITF Men"
"ITF Portugal F24, Men Singles","ITF Men"
"ITF Portugal F24, Men Doubles","ITF Men"
"ITF Spain F45, Men Singles","ITF Men"
"ITF Spain F45, Men Doubles","ITF Men"
"ITF Turkiye F30, Men Singles","ITF Men"
"ITF Turkiye F30, Men Doubles","ITF Men"
"ITF Italy F37, Men Singles","ITF Men"
"ITF Italy F37, Men Doubles","ITF Men"
"ITF Portugal F25, Men Singles","ITF Men"
"ITF Portugal F25, Men Doubles","ITF Men"
"ITF Spain F47, Men Singles","ITF Men"
"ITF Spain F47, Men Doubles","ITF Men"
"ITF Angola F1, Men Singles","ITF Men"
"ITF Angola F1, Men Doubles","ITF Men"
"ITF Turkiye F31, Men Singles","ITF Men"
"ITF Turkiye F31, Men Doubles","ITF Men"
"ITF Turkiye F32, Men Singles","ITF Men"
"ITF Turkiye F32, Men Doubles","ITF Men"
"ITF Tunisia F64, Men Singles","ITF Men"
"ITF Tunisia F64, Men Doubles","ITF Men"
"ITF Spain F48, Men Singles","ITF Men"
"ITF Spain F48, Men Doubles","ITF Men"
"ITF Angola F2, Men Singles","ITF Men"
"ITF Angola F2, Men Doubles","ITF Men"
"ITF Chile F4, Men Doubles","ITF Men"
"ITF Chile F4, Men Singles","ITF Men"
"ITF South Africa F7, Men Singles","ITF Men"
"ITF South Africa F7, Men Doubles","ITF Men"
"ITF Spain F38, Men Singles","ITF Men"
"ITF Spain F38, Men Doubles","ITF Men"
